Scientific_Name,Common Name,Whitelisted_Brazil,BirdNET,Custom_Model,Perch,Max,Threat Status,Image_URL,Attribution,Custom_MaxConf,Perch_MaxConf,Overall_MaxConf
Lipaugus lanioides,Cinnamon-Vented Piha,1,45,54,12,54,NT,https://inaturalist-open-data.s3.amazonaws.com/photos/40799152/medium.jpg,(c) Dario Sanches; some rights reserved (CC BY-SA),0.5119,0.4531,0.5119
Pyroderus scutatus,Red-Ruffed Fruitcrow,1,3,58,11,58,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/2510145/medium.jpg,(c) Francesco Veronesi; some rights reserved (CC BY-SA),0.7192,0.579,0.7192
Lipaugus vociferans,Screaming Piha,1,59,3,1,59,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/405214933/medium.jpg,(c) whenthebird; some rights reserved (CC BY-NC),0.1634,0.3833,0.3833
Carpornis cucullata,Hooded Berryeater,1,21,49,5,49,NT,https://static.inaturalist.org/photos/90813320/medium.jpeg,(c) Maicon Molina; all rights reserved; uploaded by Maicon Molina,0.6278,0.7538,0.7538
Phibalura flavirostris,Swallow-Tailed Cotinga,1,10,14,48,48,NT,https://static.inaturalist.org/photos/464025850/medium.jpg,(c) Aisse Gaertner; all rights reserved; uploaded by Aisse Gaertner,0.2516,0.5025,0.5025
Phoenicircus carnifex,Guianan Red-Cotinga,1,14,23,53,53,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/118621981/medium.jpeg,(c) Tomaz Nascimento de Melo; some rights reserved (CC BY-NC-ND); uploaded by Tomaz Nascimento de Melo,0.4666,0.7742,0.7742
Manacus manacus,White-Bearded Manakin,1,13,26,5,26,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/61719716/medium.jpg,(c) Stephen Cresswell; some rights reserved (CC BY-NC-ND); uploaded by Stephen Cresswell,0.5853,0.1326,0.5853
Neopelma pallescens,Pale-Bellied Tyrant-Manakin,1,3,2,19,19,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/93209688/medium.jpeg,(c) andretostes; some rights reserved (CC BY-NC); uploaded by andretostes,0.8119,0.4401,0.8119
Neopelma chrysolophum,Serra Do Mar Tyrant-Manakin,1,45,51,35,51,LC,https://static.inaturalist.org/photos/502284213/medium.jpg,(c) Allan Clé Porto; all rights reserved; uploaded by Allan Clé Porto,0.6425,0.397,0.6425
Neopelma aurifrons,Wied's Tyrant-Manakin,1,29,1,18,29,NT,https://inaturalist-open-data.s3.amazonaws.com/photos/66456267/medium.jpg,(c) shrike2; some rights reserved (CC BY-NC); uploaded by shrike2,0.8991,0.4178,0.8991
Ilicura militaris,Pin-Tailed Manakin,1,30,67,201,201,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/58804933/medium.jpg,(c) Hudson Martins Soares; some rights reserved (CC BY-NC); uploaded by Hudson Martins Soares,0.5345,0.3429,0.5345
Antilophia galeata,Helmeted Manakin,1,50,96,302,302,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/436721202/medium.jpeg,(c) Miguel; some rights reserved (CC BY-SA); uploaded by Miguel,0.1238,0.4067,0.4067
Pipra fasciicauda,Band-Tailed Manakin,1,57,391,1,391,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/26689859/medium.jpeg,(c) guyincognito; some rights reserved (CC BY-NC); uploaded by guyincognito,0.8228,0.5322,0.8228
Chiroxiphia caudata,Swallow-Tailed Manakin,1,1190,1056,648,1190,LC,https://static.inaturalist.org/photos/101556492/medium.jpeg,(c) gstroz; all rights reserved,0.4461,0.6953,0.6953
Tityra cayana,Black-Tailed Tityra,1,15,32,14,32,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/31427287/medium.jpeg,(c) Todd Boland; some rights reserved (CC BY); uploaded by Todd Boland,0.2587,0.7878,0.7878
Iodopleura pipra,Buff-Throated Purpletuft,1,2,58,24,58,EN,https://inaturalist-open-data.s3.amazonaws.com/photos/98082565/medium.jpeg,(c) Luciana Chiyo; some rights reserved (CC BY-NC); uploaded by Luciana Chiyo,0.5902,0.3608,0.5902
Schiffornis virescens,Greenish Schiffornis,1,22,14,19,22,LC,https://static.inaturalist.org/photos/92509958/medium.jpeg,(c) Maicon Molina; all rights reserved; uploaded by Maicon Molina,0.8103,0.7445,0.8103
Laniisoma elegans,Shrike-Like Cotinga,1,9,3,30,30,NT,https://inaturalist-open-data.s3.amazonaws.com/photos/19360641/medium.jpg,(c) Francesco Veronesi; some rights reserved (CC BY-SA),0.7261,0.6671,0.7261
Pachyramphus viridis,Green-Backed Becard,1,298,50,40,298,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/237484813/medium.jpg,no rights reserved; uploaded by Paulo Mascaretti,0.7175,0.2856,0.7175
Pachyramphus validus,Crested Becard,1,5,15,23,23,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/352203655/medium.jpg,(c) Enéas V. Gouvêa Junior; some rights reserved (CC BY-SA); uploaded by Enéas V. Gouvêa Junior,0.1242,0.5951,0.5951
Pachyramphus polychopterus,White-Winged Becard,1,2,1,1,2,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/233216264/medium.jpg,(c) Laurent Quéno; some rights reserved (CC BY-NC); uploaded by Laurent Quéno,0.1596,0.2123,0.2123
Pachyramphus marginatus,Black-Capped Becard,1,17,2,1,17,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/310841310/medium.jpg,(c) Antonio Amaral; some rights reserved (CC BY-NC); uploaded by Antonio Amaral,0.4348,0.604,0.604
Tityra inquisitor,Black-Crowned Tityra,1,31,41,50,50,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/110502592/medium.jpg,(c) David Monroy R; some rights reserved (CC BY-NC); uploaded by David Monroy R,0.263,0.7478,0.7478
Pachyramphus castaneus,Chestnut-Crowned Becard,1,9,11,1,11,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/31262332/medium.jpg,(c) marcelo_allende; some rights reserved (CC BY-NC); uploaded by marcelo_allende,0.2688,0.8481,0.8481
Hylophilus amaurocephalus,Grey-Eyed Greenlet,1,1,4,8,8,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/129711005/medium.jpg,(c) Sergio R Porto; some rights reserved (CC BY-NC); uploaded by Sergio R Porto,0.9184,0.9728,0.9728
Cyclarhis gujanensis,Rufous-Browed Peppershrike,1,180,15,2,180,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/71632226/medium.jpg,(c) Oswaldo Hernández; some rights reserved (CC BY-NC); uploaded by Oswaldo Hernández,0.417,0.2299,0.417
Vireo chivi,,0,36,12,7,36,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/510496062/medium.jpg,(c) luizanjos; some rights reserved (CC BY-NC),0.3632,0.2208,0.3632
Vireo olivaceus,Red-Eyed Vireo,1,7,52,10,52,LC,https://static.inaturalist.org/photos/33624391/medium.jpg,(c) Kyle Blaney; all rights reserved; uploaded by Kyle Blaney,0.6794,0.7138,0.7138
Hylophilus thoracicus,Lemon-Chested Greenlet,1,2,6,2,6,LC,https://static.inaturalist.org/photos/101406684/medium.jpg,(c) Joao Quental; all rights reserved; uploaded by Joao Quental,0.2437,0.2289,0.2437
Hylophilus poicilotis,Rufous-Crowned Greenlet,1,15,1,11,15,LC,https://static.inaturalist.org/photos/65405054/medium.jpg,(c) Joao Quental; all rights reserved; uploaded by Joao Quental,0.5109,0.4909,0.5109
Hylophilus pectoralis,Ashy-Headed Greenlet,1,33,10,27,33,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/57301208/medium.jpg,(c) Paul Donahue; some rights reserved (CC BY-NC); uploaded by Paul Donahue,0.5695,0.4204,0.5695
Cyanocorax cristatellus,Curl-Crested Jay,1,38,256,36,256,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/26689983/medium.jpeg,(c) guyincognito; some rights reserved (CC BY-NC); uploaded by guyincognito,0.6222,0.4062,0.6222
Cyanocorax chrysops,Plush-Crested Jay,1,3,27,46,46,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/234531093/medium.jpg,(c) abelardomendesjr; some rights reserved (CC BY-NC); uploaded by abelardomendesjr,0.1448,0.2807,0.2807
Cyanocorax cyanopogon,White-Naped Jay,1,14,45,348,348,LC,https://static.inaturalist.org/photos/511656905/medium.jpg,(c) Eduardo Borges; all rights reserved; uploaded by Eduardo Borges,0.4095,0.4124,0.4124
Petrochelidon pyrrhonota,Cliff Swallow,1,40,4,2,40,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/27372454/medium.jpeg,(c) Dean Hester; some rights reserved (CC BY-NC-ND); uploaded by Dean Hester,0.7917,0.7354,0.7917
Alopochelidon fucata,Tawny Headed Swallow,1,12,19,11,19,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/32782714/medium.jpg,(c) RAP; some rights reserved (CC BY); uploaded by RAP,0.5537,0.1297,0.5537
Tachycineta albiventer,White-Winged Swallow,1,13,58,46,58,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/382391374/medium.jpeg,(c) Croftylock; some rights reserved (CC BY-NC); uploaded by Croftylock,0.2567,0.7803,0.7803
Pygochelidon cyanoleuca,Blue-And-White Swallow,1,2,1,1,2,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/267351662/medium.jpg,(c) stevebrazil; some rights reserved (CC BY-NC),0.4374,0.2884,0.4374
Progne tapera,Brown Chested Martin,1,15,15,12,15,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/1082378/medium.jpg,(c) Cláudio Dias Timm; some rights reserved (CC BY-NC-SA),0.188,0.8497,0.8497
Riparia riparia,Sand Martin,0,35,7,2,35,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/78038371/medium.jpg,(c) annk; some rights reserved (CC BY-NC),0.5186,0.7666,0.7666
Progne subis,Purple Martin,1,31,29,4,31,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/4079605/medium.jpg,(c) Bill Carrell; some rights reserved (CC BY-NC-ND); uploaded by Bill Carrell,0.5141,0.6816,0.6816
Hirundo rustica,Barn Swallow,1,9,35,2,35,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/122469139/medium.jpg,(c) Ad Konings; some rights reserved (CC BY-NC); uploaded by Ad Konings,0.2962,0.4054,0.4054
Progne chalybea,Grey-Breasted Martin,1,47,46,36,47,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/172086927/medium.jpeg,(c) Esteban Poveda; some rights reserved (CC BY); uploaded by Esteban Poveda,0.7857,0.378,0.7857
Stelgidopteryx ruficollis,Southern Rough-Winged Swallow,1,52,25,9,52,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/526156654/medium.jpg,(c) Laurent Rouschmeyer; some rights reserved (CC BY-NC-ND); uploaded by Laurent Rouschmeyer,0.8011,0.5344,0.8011
Tachycineta leucorrhoa,White-Rumped Swallow,1,25,4,14,25,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/28096412/medium.jpeg,(c) Diana Fuentes; some rights reserved (CC BY-SA); uploaded by Diana Fuentes,0.2843,0.513,0.513
Pygochelidon melanoleuca,Black Collared Swallow,,6,2,134,134,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/195813920/medium.jpeg,(c) Luiz Alberto Santos; some rights reserved (CC BY-NC); uploaded by Luiz Alberto Santos,0.1358,0.1276,0.1358
Cantorchilus longirostris,Long Billed Wren,0,1,81,2,81,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/208462408/medium.jpg,no rights reserved; uploaded by Paulo Mascaretti,0.6019,0.294,0.6019
Cantorchilus leucotis,Buff Breasted Wren,0,149,49,146,149,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/100470056/medium.jpg,(c) abelardomendesjr; some rights reserved (CC BY-NC); uploaded by abelardomendesjr,0.3346,0.7393,0.7393
Cistothorus platensis,Sedge Wren,1,233,14,57,233,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/113050343/medium.jpg,(c) Michael Kielb; some rights reserved (CC BY-NC); uploaded by Michael Kielb,0.6547,0.4456,0.6547
Troglodytes aedon,House Wren,1,38,15,9,38,LC,https://static.inaturalist.org/photos/103258086/medium.jpeg,(c) Juan Miguel Artigas Azas; all rights reserved; uploaded by Juan Miguel Artigas Azas,0.4283,0.3836,0.4283
Polioptila plumbea,Tropical Gnatcatcher,1,12,27,338,338,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/2711435/medium.JPG,(c) Carmelo López Abad; some rights reserved (CC BY-NC); uploaded by Carmelo López Abad,0.8427,0.8179,0.8427
Polioptila dumicola,Masked Gnatcatcher,1,20,1,85,85,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/321464947/medium.jpeg,(c) Gustavo Fernando Durán; some rights reserved (CC BY-NC-SA); uploaded by Gustavo Fernando Durán,0.7922,0.6733,0.7922
Donacobius atricapilla,Black-Capped Donacobius,1,56,2,12,56,LC,https://static.inaturalist.org/photos/191176874/medium.jpg,(c) Luiz Fernando Matos; all rights reserved; uploaded by Luiz Fernando Matos,0.1359,0.2133,0.2133
Turdus flavipes,Yellow-Legged Thrush,1,8,3,10,10,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/363129925/medium.jpg,(c) Don Marsille; some rights reserved (CC BY-NC); uploaded by Don Marsille,0.2458,0.5783,0.5783
Turdus subalaris,Eastern Slaty Thrush,1,8,5,4,8,LC,https://static.inaturalist.org/photos/56589057/medium.jpg,(c) E.E. Prodossimo; all rights reserved; uploaded by E.E. Prodossimo,0.3768,0.615,0.615
Turdus rufiventris,Rufous-Bellied Thrush,1,308,9,7,308,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/1507197/medium.jpg,(c) Nigel Voaden; some rights reserved (CC BY),0.9267,0.6125,0.9267
Turdus nigriceps,Eastern Slaty-Thrush,1,17,9,17,17,LC,https://static.inaturalist.org/photos/56589057/medium.jpg,(c) E.E. Prodossimo; all rights reserved; uploaded by E.E. Prodossimo,0.4971,0.3061,0.4971
Turdus leucomelas,Pale-Breasted Thrush,1,46,57,40,57,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/416376009/medium.jpg,(c) Luciano Bernardes; some rights reserved (CC BY-NC); uploaded by Luciano Bernardes,0.945,1.0,1.0
Turdus amaurochalinus,Creamy-Bellied Thrush,1,69,60,1,69,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/255666446/medium.jpeg,(c) Gloria Feltrin; some rights reserved (CC BY-NC); uploaded by Gloria Feltrin,0.6055,0.9081,0.9081
Turdus albicollis,White-Necked Thrush,1,83,86,98,98,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/128834938/medium.jpg,(c) Sergio R Porto; some rights reserved (CC BY-NC); uploaded by Sergio R Porto,0.8288,0.9999,0.9999
Mimus saturninus,Chalk-Browed Mockingbird,1,27,2,2,27,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/197389027/medium.jpg,(c) Quentin Vandemoortele; some rights reserved (CC BY-NC); uploaded by Quentin Vandemoortele,0.434,0.4933,0.4933
Anthus hellmayri,Hellmayr's Pipit,1,10,38,7,38,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/32742912/medium.jpg,(c) RAP; some rights reserved (CC BY); uploaded by RAP,0.1593,0.8195,0.8195
Anthus nattereri,Ochre-Breasted Pipit,1,31,176,14,176,VU,https://inaturalist-open-data.s3.amazonaws.com/photos/21851686/medium.jpg,(c) Michelle Delaloye; some rights reserved (CC BY-NC); uploaded by Michelle Delaloye,0.7359,0.5903,0.7359
Anthus lutescens,Yellowish Pipit,1,18,7,8,18,LC,https://static.inaturalist.org/photos/22476590/medium.jpeg,(c) Caroline Camargo; all rights reserved; uploaded by Caroline Camargo,0.1421,0.1071,0.1421
Setophaga pitiayumi,Tropical Parula,0,252,4,5,252,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/115454163/medium.jpg,(c) Oswaldo Hernández; some rights reserved (CC BY-NC); uploaded by Oswaldo Hernández,0.8568,0.6344,0.8568
Geothlypis aequinoctialis,Masked Yellowthroat,1,1,8,57,57,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/57668973/medium.jpg,(c) Alexander Viduetsky; some rights reserved (CC BY-NC); uploaded by Alexander Viduetsky,0.6883,0.5244,0.6883
Myiothlypis flaveola,,0,10,95,34,95,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/26589820/medium.jpeg,(c) guyincognito; some rights reserved (CC BY-NC); uploaded by guyincognito,0.1614,0.6763,0.6763
Myiothlypis leucoblephara,,0,7,64,34,64,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/179298338/medium.jpg,(c) Luciano Bernardes; some rights reserved (CC BY-NC); uploaded by Luciano Bernardes,0.6657,0.8375,0.8375
Myiothlypis leucophrys,White Striped Warbler,0,106,9,289,289,LC,https://static.inaturalist.org/photos/31500775/medium.jpeg,(c) Keila Nunes Purificação; all rights reserved; uploaded by Keila Nunes Purificação,0.6482,0.9185,0.9185
Basileuterus culicivorus,Golden-Crowned Warbler,1,194,407,332,407,LC,https://static.inaturalist.org/photos/113525254/medium.jpg,(c) jodiboe; all rights reserved; uploaded by jodiboe,0.7894,0.5137,0.7894
Dacnis cayana,Blue Dacnis,1,22,9,67,67,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/65613623/medium.jpg,(c) Hudson Martins Soares; some rights reserved (CC BY-NC); uploaded by Hudson Martins Soares,0.4057,0.7433,0.7433
Dacnis nigripes,Black-Legged Dacnis,1,18,15,52,52,NT,https://inaturalist-open-data.s3.amazonaws.com/photos/60150955/medium.jpg,(c) Carlos Henrique; some rights reserved (CC BY-NC),0.4566,0.1349,0.4566
Stilpnia cayana,,0,126,4,62,126,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/570690/medium.jpg,(c) Dario Sanches; some rights reserved (CC BY-SA),0.3482,0.5012,0.5012
Ramphocelus bresilius,Brazilian Tanager,1,15,1,9,15,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/26314668/medium.jpeg,(c) guyincognito; some rights reserved (CC BY-NC); uploaded by guyincognito,0.7679,0.5226,0.7679
Tersina viridis,Swallow-Tanager,1,2,5,1,5,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/226698613/medium.jpg,(c) Oswaldo Hernández; some rights reserved (CC BY-NC); uploaded by Oswaldo Hernández,0.323,0.7463,0.7463
Stilpnia preciosa,,,35,42,74,74,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/118977504/medium.jpg,(c) Luciano Bernardes; some rights reserved (CC BY-NC); uploaded by Luciano Bernardes,0.5339,0.4158,0.5339
Chlorophanes spiza,Green Honeycreeper,1,2,1,4,4,LC,https://static.inaturalist.org/photos/58961887/medium.jpg,(c) Joao Quental; all rights reserved; uploaded by Joao Quental,0.1095,0.2052,0.2052
Ramphocelus carbo,Silver-Beaked Tanager,1,1,1,15,15,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/57574978/medium.jpg,(c) ierpabirding2019; some rights reserved (CC BY-NC),0.3634,0.7378,0.7378
Tangara cyanoventris,Gilt-Edged Tanager,1,151,123,206,206,LC,https://static.inaturalist.org/photos/106167555/medium.jpg,(c) Joao Quental; all rights reserved; uploaded by Joao Quental,0.3299,0.3489,0.3489
Neothraupis fasciata,White-Banded Tanager,1,4,41,214,214,NT,https://inaturalist-open-data.s3.amazonaws.com/photos/120460904/medium.jpg,(c) Nick Athanas; some rights reserved (CC BY-NC-SA),0.2218,0.2804,0.2804
Trichothraupis melanops,Black-Goggled Tanager,1,18,47,17,47,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/27445973/medium.jpg,(c) João Paulo Rosa; some rights reserved (CC BY-NC); uploaded by João Paulo Rosa,0.6306,0.8833,0.8833
Tangara desmaresti,Brassy-Breasted Tanager,1,16,37,66,66,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/118975036/medium.jpg,(c) Luciano Bernardes; some rights reserved (CC BY-NC); uploaded by Luciano Bernardes,0.5947,0.5598,0.5947
Tangara seledon,Green-Headed Tanager,1,22,9,6,22,LC,https://static.inaturalist.org/photos/28179493/medium.jpg,(c) Marcio Fontana; all rights reserved; uploaded by Marcio Fontana,0.27,0.3148,0.3148
Coereba flaveola,Bananaquit,1,39,1,160,160,LC,https://static.inaturalist.org/photos/207544720/medium.jpg,(c) Mason Maron; all rights reserved; uploaded by Mason Maron,0.1482,0.9907,0.9907
Sicalis citrina,Stripe-Tailed Yellow-Finch,1,40,50,13,50,LC,https://static.inaturalist.org/photos/42029663/medium.jpg,(c) Eden Fontes; all rights reserved; uploaded by Eden Fontes,0.6548,0.6929,0.6929
Volatinia jacarina,Blue-Black Grassquit,1,21,38,7,38,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/862024/medium.jpg,(c) Dario Sanches; some rights reserved (CC BY-SA),0.2741,0.157,0.2741
Schistochlamys ruficapillus,Cinnamon Tanager,1,55,264,228,264,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/108325406/medium.jpeg,(c) Gaell Mainguy; some rights reserved (CC BY-NC-ND); uploaded by Gaell Mainguy,0.1222,0.305,0.305
Sicalis columbiana,Orange-Fronted Yellow-Finch,1,312,9,282,312,LC,https://static.inaturalist.org/photos/31442853/medium.jpeg,(c) Ingrid Macedo; all rights reserved; uploaded by Ingrid Macedo,0.2393,0.5394,0.5394
Sicalis flaveola,Saffron Finch,1,13,31,1,31,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/220765971/medium.jpg,(c) Alejandro  Bayer Tamayo; some rights reserved (CC BY-SA),0.6348,0.4617,0.6348
Schistochlamys melanopis,Black-Faced Tanager,1,3,13,40,40,LC,https://static.inaturalist.org/photos/390511890/medium.jpg,(c) Celso Modesto Jr.; all rights reserved; uploaded by Celso Modesto Jr.,0.3375,0.1799,0.3375
Paroaria dominicana,Red-Cowled Cardinal,1,5,33,2,33,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/64474461/medium.jpg,(c) Norton Santos; some rights reserved (CC BY-NC); uploaded by Norton Santos,0.2405,0.4366,0.4366
Conirostrum speciosum,Chestnut-Vented Conebill,1,11,30,14,30,LC,https://static.inaturalist.org/photos/105253280/medium.jpg,(c) Joao Quental; all rights reserved; uploaded by Joao Quental,0.5941,0.3139,0.5941
Cypsnagra hirundinacea,White-Rumped Tanager,1,42,2,2,42,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/92143560/medium.jpg,(c) doug_clarke; some rights reserved (CC BY-NC),0.5477,0.6883,0.6883
Emberizoides herbicola,Wedge-Tailed Grass-Finch,1,16,7,51,51,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/555212/medium.jpg,(c) Dario Sanches; some rights reserved (CC BY-SA),0.7789,0.8336,0.8336
Asemospiza fuliginosa,,0,42,12,4,42,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/21771416/medium.jpg,(c) https://www.flickr.com/photos/dariosanches; some rights reserved (CC BY-SA),0.4599,0.3165,0.4599
Embernagra longicauda,Pale-Throated Serra-Finch,1,26,26,5,26,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/107531283/medium.jpg,(c) stevebrazil; some rights reserved (CC BY-NC),0.3013,0.2095,0.3013
Embernagra platensis,Great Pampa-Finch,1,5,46,39,46,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/48721764/medium.jpeg,(c) Pablo Balduvino; some rights reserved (CC BY-NC); uploaded by Pablo Balduvino,0.2888,0.2849,0.2888
Haplospiza unicolor,Uniform Finch,1,462,465,369,465,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/1507236/medium.jpg,(c) Nigel Voaden; some rights reserved (CC BY),0.6909,0.4284,0.6909
Thraupis sayaca,Sayaca Tanager,1,54,45,5,54,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/9892758/medium.jpg,(c) Greg Lasley; some rights reserved (CC BY-NC); uploaded by Greg Lasley,0.1051,0.3968,0.3968
Thraupis palmarum,Palm Tanager,1,6,2,3,6,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/2967027/medium.jpg,(c) Greg Lasley; some rights reserved (CC BY-NC); uploaded by Greg Lasley,0.2411,0.7102,0.7102
Sporophila americana,Wing-Barred Seedeater,1,40,37,43,43,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/12604371/medium.jpg,(c) Jim Westfall; some rights reserved (CC BY-NC); uploaded by Jim Westfall,0.7116,0.7446,0.7446
Thraupis ornata,Golden-Chevroned Tanager,1,130,10,163,163,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/49947/medium.jpg,(c) Dario Sanches; some rights reserved (CC BY-SA),0.4593,0.2332,0.4593
Sporophila angolensis,,,33,46,40,46,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/100598/medium.jpg,(c) Dario Sanches; some rights reserved (CC BY-SA),0.3411,0.3237,0.3411
Sporophila ardesiaca,Dubois' Seedeater,1,6,12,52,52,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/13523882/medium.jpeg,(c) Hector Bottai; some rights reserved (CC BY-SA),0.6865,0.3444,0.6865
Sporophila bouvreuil,Capped Seedeater,1,13,2,163,163,LC,https://static.inaturalist.org/photos/244690658/medium.jpg,(c) Luiz Fernando Matos; all rights reserved; uploaded by Luiz Fernando Matos,0.5442,0.5092,0.5442
Thraupis cyanoptera,Azure-Shouldered Tanager,1,51,12,29,51,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/158763190/medium.jpg,(c) sandiamant; some rights reserved (CC BY-NC),0.4288,0.3185,0.4288
Sporophila caerulescens,Double-Collared Seedeater,1,42,13,24,42,LC,https://static.inaturalist.org/photos/303058924/medium.jpeg,(c) Palhas; all rights reserved; uploaded by Palhas,0.2074,0.575,0.575
Sporophila collaris,Rusty-Collared Seedeater,1,11,7,20,20,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/32567696/medium.jpg,(c) RAP; some rights reserved (CC BY); uploaded by RAP,0.4368,0.5485,0.5485
Sporophila falcirostris,Temminck's Seedeater,1,50,2,2,50,VU,https://inaturalist-open-data.s3.amazonaws.com/photos/89726/medium.jpg,(c) Dario Sanches; some rights reserved (CC BY-SA),0.2714,0.2064,0.2714
Sporophila frontalis,Buffy-Throated Seedeater,1,60,2,3,60,VU,https://inaturalist-open-data.s3.amazonaws.com/photos/89727/medium.jpg,(c) Dario Sanches; some rights reserved (CC BY-SA),0.5769,0.7783,0.7783
Pipraeidea melanonota,Fawn-Breasted Tanager,1,18,39,50,50,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/14590974/medium.jpg,(c) Cláudio Dias Timm; some rights reserved (CC BY-NC-SA),0.5454,0.7858,0.7858
Sporophila leucoptera,White-Bellied Seedeater,1,4,38,10,38,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/92143548/medium.jpg,(c) doug_clarke; some rights reserved (CC BY-NC),0.1332,0.8377,0.8377
Microspingus cinereus,,,4,86,148,148,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/64715531/medium.jpg,(c) Hudson Martins Soares; some rights reserved (CC BY-NC); uploaded by Hudson Martins Soares,0.5669,0.3519,0.5669
Sporophila lineola,Lined Seedeater,1,41,230,281,281,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/113319646/medium.jpg,(c) mauriciofreitas; some rights reserved (CC BY-NC); uploaded by mauriciofreitas,0.1795,0.174,0.1795
Sporophila melanogaster,Black-Bellied Seedeater,1,12,53,30,53,NT,https://static.inaturalist.org/photos/172621598/medium.jpg,(с) Raphael Kurz; все права защищены; загрузил Raphael Kurz,0.4343,0.3934,0.4343
Eucometis penicillata,Grey-Headed Tanager,1,2,3,26,26,LC,https://inaturalist-open-data.s3.amazonaws.com/photos/84311/medium.jpg,(c) Aralcal; some rights reserved (CC BY-SA),0.1703,0.4894,0.4894
